ID,SHOPCODEAPPROVERSID,SHOPCODEPRIMARYAPPROVER,SHOPCODESECONDARYAPPROVER,SHOPCODETHIRDAPPROVER,MPNID,COUNTRYID,ADDDATE,ADDBY,MODDATE,MODBY,PRIMARYAPPROVERLEAVE,PRIMARYAPPROVERLEAVEFROM,PRIMARYAPPROVERLEAVETO,KITAPPROVER,CAT
10073,10099,303487800,,,23133,,04-JAN-17 00:56:05,1002771,,,,,,,B
10074,10100,303487800,,,23159,,04-JAN-17 00:56:05,1002771,,,,,,,B
10075,10101,189798261,478742763,,24050,,16-FEB-17 03:57:31,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10076,10102,189798261,478742763,,24669,,16-FEB-17 03:57:31,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10077,10103,189798261,478742763,,10133,,16-FEB-17 03:57:29,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10078,10104,189798261,478742763,,10156,,16-FEB-17 03:57:29,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10079,10105,189798261,478742763,,10105,,16-FEB-17 03:57:29,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10080,10106,189798261,478742763,,21804,,16-FEB-17 03:57:29,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10081,10107,189798261,478742763,,22037,,16-FEB-17 03:57:30,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10082,10108,189798261,478742763,,21755,,16-FEB-17 03:57:30,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10083,10109,189798261,478742763,,10128,,16-FEB-17 03:57:33,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10084,10110,189798261,478742763,,10210,,16-FEB-17 03:57:35,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10085,10111,189798261,478742763,,21829,,16-FEB-17 03:57:31,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10086,10112,189798261,478742763,,22060,,16-FEB-17 03:57:31,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10087,10113,189798261,478742763,,22027,,16-FEB-17 03:57:31,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10088,10114,189798261,478742763,,10412,,16-FEB-17 03:57:40,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10089,10115,189798261,478742763,,21972,,16-FEB-17 03:57:31,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10090,10116,189798261,478742763,,10131,,16-FEB-17 03:57:32,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10091,10117,189798261,478742763,,10129,,16-FEB-17 03:57:31,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10092,10118,189798261,478742763,,10313,,16-FEB-17 03:57:41,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10093,10120,189798261,478742763,,22045,,16-FEB-17 03:57:33,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10094,10122,189798261,478742763,,10134,,16-FEB-17 03:57:40,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10095,10125,189798261,478742763,,22114,,16-FEB-17 03:57:34,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10096,10127,189798261,478742763,,24869,,16-FEB-17 03:57:34,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10097,10130,189798261,478742763,,10314,,16-FEB-17 03:57:39,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10098,10132,189798261,478742763,,10393,,16-FEB-17 03:57:39,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10099,10134,189798261,478742763,,10395,,16-FEB-17 03:57:29,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10100,10137,189798261,478742763,,21741,,16-FEB-17 03:57:36,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10101,10139,189798261,478742763,,21778,,16-FEB-17 03:57:36,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10102,10142,189798261,478742763,,22143,,16-FEB-17 03:57:36,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10103,9738,189798261,478742763,,10131,,16-FEB-17 03:57:32,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10104,9744,532595739,,,25030,,23-DEC-16 21:15:28,1002771,,,,,,,B
10105,9745,189798261,478742763,,10133,,16-FEB-17 03:57:29,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10106,10144,189798261,478742763,,22099,,16-FEB-17 03:57:36,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10107,10145,189798261,478742763,,10399,,16-FEB-17 03:57:36,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10108,10146,189798261,478742763,,22289,,16-FEB-17 03:57:36,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10109,10147,189798261,478742763,,24817,,16-FEB-17 03:57:37,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10110,10148,189798261,478742763,,24812,,16-FEB-17 03:57:37,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10111,10149,189798261,478742763,,22131,,16-FEB-17 03:57:37,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10112,10150,189798261,478742763,,10259,,16-FEB-17 03:57:31,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10113,10151,189798261,478742763,,22078,,16-FEB-17 03:57:37,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10114,10152,189798261,478742763,,21781,,16-FEB-17 03:57:37,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10115,10153,189798261,478742763,,24867,,16-FEB-17 03:57:37,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10116,10154,189798261,478742763,,21822,,16-FEB-17 03:57:38,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10117,10155,189798261,478742763,,10255,,16-FEB-17 03:57:41,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10118,10156,189798261,478742763,,21752,,16-FEB-17 03:57:38,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10119,10157,189798261,478742763,,21983,,16-FEB-17 03:57:38,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10120,10158,189798261,478742763,,10197,,16-FEB-17 03:57:41,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10121,10159,189798261,478742763,,22811,,16-FEB-17 03:57:38,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10122,10160,189798261,478742763,,21958,,16-FEB-17 03:57:39,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10123,10163,189798261,478742763,,10342,,16-FEB-17 03:57:37,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10124,10165,189798261,478742763,,21905,,16-FEB-17 03:57:39,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10125,10167,189798261,478742763,,21977,,16-FEB-17 03:57:39,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10126,10170,189798261,478742763,,21796,,16-FEB-17 03:57:40,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10127,10172,189798261,478742763,,10209,,16-FEB-17 03:57:32,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10128,10175,189798261,478742763,,22117,,16-FEB-17 03:57:41,1002771,12-APR-17 09:47:23,189798261,1,20-APR-17 00:00:00,02-MAY-17 00:00:00,,B
10129,10177,6136127,,,19936,,28-MAR-17 08:42:58,1002771,,,,,,,B
10130,10255,6136127,,,25352,,04-APR-17 06:13:47,1002771,,,,,,,B
10131,10256,6136127,,,25350,,28-MAR-17 08:43:04,1002771,,,,,,,B
10132,10284,2685723,389238890,,24929,,04-APR-17 07:08:57,1002771,15-FEB-17 11:16:22,2685723,1,15-FEB-17 00:00:00,30-JUN-17 00:00:00,,B
10133,10285,6136127,,,19769,,28-MAR-17 08:43:06,1002771,,,,,,,B
10134,10286,523913650,,,24854,,12-JAN-17 03:17:12,1002771,,,,,,,B
10135,10287,6133942,,,23498,,13-JAN-17 00:42:43,1002771,,,,,,,B
10136,10288,6136127,,,25339,,04-APR-17 06:13:48,1002771,,,,,,,B
10137,10291,478745852,,,25400,,19-JAN-17 03:57:29,1002771,,,,,,,B
10138,10293,532595739,,,25364,,08-FEB-17 06:22:22,1002771,,,,,,,B
10139,10295,6136127,,,24822,,28-MAR-17 08:43:02,1002771,,,,,,,B
10140,10297,6133942,,,8166,,30-JAN-17 00:03:44,1002771,,,,,,,B
10141,10298,6133942,,,7823,,30-JAN-17 00:03:44,1002771,,,,,,,B
10142,10299,6133942,,,6615,,30-JAN-17 00:03:44,1002771,,,,,,,B
10143,10300,6133942,,,675,,30-JAN-17 00:03:44,1002771,,,,,,,B
10144,10301,6133942,,,6948,,30-JAN-17 00:03:44,1002771,,,,,,,B
10145,10302,6133942,,,8105,,30-JAN-17 00:03:44,1002771,,,,,,,B
10146,10303,6133942,,,8170,,30-JAN-17 00:03:44,1002771,,,,,,,B
10147,10304,6133942,,,7516,,30-JAN-17 00:03:44,1002771,,,,,,,B
10148,10305,6133942,,,8156,,30-JAN-17 00:03:44,1002771,,,,,,,B
10149,10306,6133942,,,5345,,30-JAN-17 00:03:44,1002771,,,,,,,B
10150,10307,6133942,,,1413,,30-JAN-17 00:03:44,1002771,,,,,,,B
10151,10308,6133942,,,5346,,30-JAN-17 00:03:44,1002771,,,,,,,B
10152,10309,6133942,,,5168,,30-JAN-17 00:03:44,1002771,,,,,,,B
10153,10310,6133942,,,7743,,30-JAN-17 00:03:44,1002771,,,,,,,B
10154,10311,6133942,,,1992,,30-JAN-17 00:03:44,1002771,,,,,,,B
10155,10312,6133942,,,7563,,30-JAN-17 00:03:44,1002771,,,,,,,B
10156,10313,6133942,,,5533,,30-JAN-17 00:03:44,1002771,,,,,,,B
10157,10314,6133942,,,7349,,30-JAN-17 00:03:44,1002771,,,,,,,B
10158,10315,6133942,,,4943,,30-JAN-17 00:03:44,1002771,,,,,,,B
10159,10316,6133942,,,7824,,30-JAN-17 00:03:44,1002771,,,,,,,B
10160,10317,6133942,,,878,,30-JAN-17 00:03:44,1002771,,,,,,,B
10161,10318,6133942,,,422,,30-JAN-17 00:03:44,1002771,,,,,,,B
10162,10319,6133942,,,8785,,30-JAN-17 00:03:44,1002771,,,,,,,B
10163,10320,6133942,,,8794,,30-JAN-17 00:03:45,1002771,,,,,,,B
10164,10321,6133942,,,8796,,30-JAN-17 00:03:45,1002771,,,,,,,B
10165,10322,6133942,,,5416,,30-JAN-17 00:03:45,1002771,,,,,,,B
10166,10323,6133942,,,6895,,30-JAN-17 00:03:45,1002771,,,,,,,B
10167,10324,6133942,,,8157,,30-JAN-17 00:03:45,1002771,,,,,,,B
10168,10325,6133942,,,7620,,30-JAN-17 00:03:45,1002771,,,,,,,B
10169,10326,6133942,,,10527,,30-JAN-17 00:03:45,1002771,,,,,,,B
10170,10327,6133942,,,8163,,30-JAN-17 00:03:45,1002771,,,,,,,B
10171,10328,6133942,,,919,,30-JAN-17 00:03:45,1002771,,,,,,,B
10172,10329,6133942,,,7537,,30-JAN-17 00:03:45,1002771,,,,,,,B
10173,10330,6133942,,,5450,,30-JAN-17 00:03:45,1002771,,,,,,,B
10174,10331,6133942,,,2835,,30-JAN-17 00:03:45,1002771,,,,,,,B
10175,10332,6133942,,,2838,,30-JAN-17 00:03:45,1002771,,,,,,,B
10176,10333,6133942,,,2035,,30-JAN-17 00:03:45,1002771,,,,,,,B
10177,10334,6133942,,,7675,,30-JAN-17 00:03:45,1002771,,,,,,,B
10178,10335,6133942,,,1081,,30-JAN-17 00:03:45,1002771,,,,,,,B
10179,10336,6133942,,,25371,,30-JAN-17 00:03:45,1002771,,,,,,,B
10180,10337,6133942,,,8795,,30-JAN-17 00:03:45,1002771,,,,,,,B
10181,10338,6133942,,,10515,,30-JAN-17 00:03:45,1002771,,,,,,,B
10182,10339,6133942,,,25338,,30-JAN-17 00:03:45,1002771,,,,,,,B
10183,10340,6133942,,,8161,,30-JAN-17 00:03:45,1002771,,,,,,,B
10184,10341,6133942,,,7826,,30-JAN-17 00:03:45,1002771,,,,,,,B
10185,10342,6133942,,,669,,30-JAN-17 00:03:45,1002771,,,,,,,B
10186,10343,6133942,,,670,,30-JAN-17 00:03:45,1002771,,,,,,,B
10187,10344,6133942,,,5348,,30-JAN-17 00:03:45,1002771,,,,,,,B
10188,10345,6133942,,,8164,,30-JAN-17 00:03:45,1002771,,,,,,,B
10189,10346,6133942,,,8162,,30-JAN-17 00:03:45,1002771,,,,,,,B
10190,10347,6133942,,,7305,,30-JAN-17 00:03:45,1002771,,,,,,,B
10191,10348,6133942,,,5341,,30-JAN-17 00:03:45,1002771,,,,,,,B
10192,10349,6133942,,,7083,,30-JAN-17 00:03:45,1002771,,,,,,,B
10193,10350,6133942,,,7585,,30-JAN-17 00:03:45,1002771,,,,,,,B
10194,10351,6133942,,,461,,30-JAN-17 00:03:45,1002771,,,,,,,B
10195,10352,6133942,,,4187,,30-JAN-17 00:03:45,1002771,,,,,,,B
10196,10353,6133942,,,8783,,30-JAN-17 00:03:45,1002771,,,,,,,B
10197,10354,6133942,,,10516,,30-JAN-17 00:03:45,1002771,,,,,,,B
10198,10355,6133942,,,8168,,30-JAN-17 00:03:45,1002771,,,,,,,B
10199,10356,6133942,,,7515,,30-JAN-17 00:03:45,1002771,,,,,,,B
10200,10357,6133942,,,10526,,30-JAN-17 00:03:45,1002771,,,,,,,B
10201,10358,6133942,,,8158,,30-JAN-17 00:03:45,1002771,,,,,,,B
10202,10359,6133942,,,7464,,30-JAN-17 00:03:45,1002771,,,,,,,B
10203,10360,6133942,,,5030,,30-JAN-17 00:03:45,1002771,,,,,,,B
10204,10361,6133942,,,8025,,30-JAN-17 00:03:45,1002771,,,,,,,B
10205,10362,6133942,,,7735,,30-JAN-17 00:03:45,1002771,,,,,,,B
10206,10363,6133942,,,10646,,30-JAN-17 00:03:45,1002771,,,,,,,B
10207,10364,6133942,,,8797,,30-JAN-17 00:03:45,1002771,,,,,,,B
10208,10365,6133942,,,8169,,30-JAN-17 00:03:45,1002771,,,,,,,B
10209,10366,6133942,,,8160,,30-JAN-17 00:03:45,1002771,,,,,,,B
10210,10367,6133942,,,7644,,30-JAN-17 00:03:45,1002771,,,,,,,B
10211,10368,6133942,,,1569,,30-JAN-17 00:03:45,1002771,,,,,,,B
10212,10369,6133942,,,7595,,30-JAN-17 00:03:45,1002771,,,,,,,B
10213,10370,6133942,,,709,,30-JAN-17 00:03:45,1002771,,,,,,,B
10214,10371,6133942,,,7374,,30-JAN-17 00:03:45,1002771,,,,,,,B
10215,10372,6133942,,,8159,,30-JAN-17 00:03:45,1002771,,,,,,,B
10216,10373,6133942,,,8155,,30-JAN-17 00:03:45,1002771,,,,,,,B
10217,10374,6133942,,,5164,,30-JAN-17 00:03:45,1002771,,,,,,,B
10218,10375,6133942,,,8259,,30-JAN-17 00:03:45,1002771,,,,,,,B
10219,10376,6133942,,,5166,,30-JAN-17 00:03:45,1002771,,,,,,,B
10220,10377,6133942,,,6706,,30-JAN-17 00:03:45,1002771,,,,,,,B
10221,10378,6133942,,,6884,,30-JAN-17 00:03:45,1002771,,,,,,,B
10222,10379,6133942,,,7705,,30-JAN-17 00:03:45,1002771,,,,,,,B
10223,10380,6133942,,,5055,,30-JAN-17 00:03:45,1002771,,,,,,,B
10224,10381,6133942,,,23397,,30-JAN-17 00:03:45,1002771,,,,,,,B
10225,10382,6133942,,,2034,,30-JAN-17 00:03:45,1002771,,,,,,,B
10226,10383,6133942,,,2685,,30-JAN-17 00:03:45,1002771,,,,,,,B
10227,10384,6133942,,,10530,,30-JAN-17 00:03:45,1002771,,,,,,,B
10228,10385,6133942,,,23108,,30-JAN-17 00:03:45,1002771,,,,,,,B
10229,10386,6133942,,,2268,,30-JAN-17 00:03:45,1002771,,,,,,,B
10230,10387,6133942,,,8103,,30-JAN-17 00:03:45,1002771,,,,,,,B
10231,10388,6133942,,,5340,,30-JAN-17 00:03:45,1002771,,,,,,,B
10232,10389,6133942,,,5347,,30-JAN-17 00:03:45,1002771,,,,,,,B
10233,10390,6133942,,,7535,,30-JAN-17 00:03:45,1002771,,,,,,,B
10234,10391,6133942,,,5165,,30-JAN-17 00:03:45,1002771,,,,,,,B
10235,10392,6133942,,,7512,,30-JAN-17 00:03:45,1002771,,,,,,,B
10236,10393,6133942,,,8024,,30-JAN-17 00:03:45,1002771,,,,,,,B
10237,10394,6133942,,,7674,,30-JAN-17 00:03:45,1002771,,,,,,,B
10238,10395,6133942,,,5725,,30-JAN-17 00:03:45,1002771,,,,,,,B
10239,10396,6133942,,,4185,,30-JAN-17 00:03:45,1002771,,,,,,,B
10240,10397,6133942,,,3170,,30-JAN-17 00:03:45,1002771,,,,,,,B
10241,10398,6133942,,,5038,,30-JAN-17 00:03:45,1002771,,,,,,,B
10242,10399,6133942,,,8772,,30-JAN-17 00:03:45,1002771,,,,,,,B
10243,10400,6133942,,,7618,,30-JAN-17 00:03:45,1002771,,,,,,,B
10244,10401,6133942,,,10525,,30-JAN-17 00:03:45,1002771,,,,,,,B
10245,10402,6133942,,,4084,,30-JAN-17 00:03:45,1002771,,,,,,,B
10246,10403,6133942,,,7793,,30-JAN-17 00:03:45,1002771,,,,,,,B
10247,10404,6133942,,,10528,,30-JAN-17 00:03:45,1002771,,,,,,,B
10248,10405,6133942,,,5167,,30-JAN-17 00:03:45,1002771,,,,,,,B
10249,10406,6133942,,,8104,,30-JAN-17 00:03:45,1002771,,,,,,,B
10250,10407,6133942,,,5466,,30-JAN-17 00:03:45,1002771,,,,,,,B
10251,10408,6133942,,,5452,,30-JAN-17 00:03:45,1002771,,,,,,,B
10252,10409,6133942,,,5451,,30-JAN-17 00:03:45,1002771,,,,,,,B
10253,10410,6133942,,,5343,,30-JAN-17 00:03:45,1002771,,,,,,,B
10254,10411,6133942,,,8165,,30-JAN-17 00:03:45,1002771,,,,,,,B
10255,10412,6133942,,,7536,,30-JAN-17 00:03:45,1002771,,,,,,,B
10256,10413,6133942,,,5169,,30-JAN-17 00:03:45,1002771,,,,,,,B
10257,10414,6133942,,,7684,,30-JAN-17 00:03:45,1002771,,,,,,,B
10258,10415,6133942,,,5537,,30-JAN-17 00:03:45,1002771,,,,,,,B
10259,10416,6133942,,,10529,,30-JAN-17 00:03:45,1002771,,,,,,,B
10260,10417,6133942,,,25337,,30-JAN-17 00:03:45,1002771,,,,,,,B
10261,10418,6133942,,,10648,,30-JAN-17 00:03:45,1002771,,,,,,,B
10262,10419,6133942,,,23391,,30-JAN-17 00:03:45,1002771,,,,,,,B
10263,10420,6133942,,,7819,,30-JAN-17 00:03:45,1002771,,,,,,,B
10264,10421,6133942,,,8167,,30-JAN-17 00:03:45,1002771,,,,,,,B
10265,10422,6133942,,,7538,,30-JAN-17 00:03:45,1002771,,,,,,,B
10266,10423,6133942,,,5740,,30-JAN-17 00:03:45,1002771,,,,,,,B
10267,10424,6133942,,,7357,,30-JAN-17 00:03:45,1002771,,,,,,,B
